artist,song,album,album_type,release_date,artist_type,duration_ms,explicit,track_number,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,pop,dance,metal,rock,hip_hop,edm,r&b,country,emo,latin,k-pop,year
Drake,"Hold On, We're Going Home",Nothing Was The Same (Deluxe),album,2013-01-01,artist,227880,False,8,0.776,0.413,6,-7.438,0,0.0952,0.00415,2.68e-05,0.0724,0.287,100.003,4,1,0,0,0,1,0,0,0,0,0,0,2013
Ellie Goulding,Lights - Single Version,Halcyon Days,album,2013-01-01,artist,210633,False,13,0.68,0.799,8,-5.805,0,0.0347,0.0323,0.0459,0.123,0.744,120.031,4,1,1,0,0,0,1,0,0,0,0,0,2013
Ariana Grande,Baby I,Yours Truly,album,2013-01-01,artist,197600,False,2,0.724,0.796,1,-3.686,1,0.0328,0.0152,0.0,0.354,0.542,101.975,4,1,1,0,0,0,0,0,0,0,0,0,2013
Ariana Grande,Honeymoon Avenue,Yours Truly,album,2013-01-01,artist,339733,False,1,0.692,0.608,8,-5.233,0,0.041,0.218,0.0,0.348,0.448,125.005,4,1,1,0,0,0,0,0,0,0,0,0,2013
will.i.am,Scream & Shout,#willpower,album,2013-01-01,artist,283400,True,4,0.772,0.685,5,-6.849,1,0.0696,0.019,8.96e-05,0.131,0.501,130.033,4,1,1,0,0,1,0,0,0,0,0,0,2013
Anna Kendrick,Cups (Pitch Perfect’s “When I’m Gone”) - Pop Version,Cups (Pitch Perfect’s “When I’m Gone”),single,2013-01-01,artist,126880,False,1,0.887,0.441,0,-8.98,1,0.114,0.0514,0.00667,0.0338,0.715,129.908,4,0,0,0,0,0,0,0,0,0,0,0,2013
Ariana Grande,The Way,Yours Truly,album,2013-01-01,artist,227026,False,8,0.645,0.878,5,-3.208,0,0.113,0.294,0.0,0.076,0.862,82.324,4,1,1,0,0,0,0,0,0,0,0,0,2013
Lady Gaga,Applause,ARTPOP,album,2013-01-01,artist,212333,False,15,0.669,0.78,7,-4.287,0,0.053,0.0265,1.63e-06,0.143,0.738,139.945,4,1,1,0,0,0,0,0,0,0,0,0,2013
Jonas Brothers,First Time,First Time,single,2013-01-01,artist,228453,False,1,0.62,0.661,11,-5.441,1,0.0334,0.000804,0.00715,0.111,0.262,126.255,4,1,1,0,0,0,0,0,0,0,0,0,2013
Fall Out Boy,My Songs Know What You Did In The Dark (Light Em Up),Save Rock And Roll,album,2013-01-01,artist,186826,False,2,0.558,0.924,9,-4.341,0,0.064,0.0271,3.32e-06,0.537,0.567,151.99,4,1,0,0,1,0,0,0,0,1,0,0,2013
Katy Perry,Unconditionally,PRISM (Deluxe),album,2013-01-01,artist,228878,False,5,0.555,0.729,7,-4.813,1,0.0387,0.00357,0.0,0.209,0.369,129.003,4,1,1,0,0,0,0,0,0,0,0,0,2013
Katy Perry,Roar,Roar,single,2013-01-01,artist,222666,False,1,0.547,0.785,7,-4.331,0,0.0418,0.00801,1.34e-05,0.5,0.444,179.803,4,1,1,0,0,0,0,0,0,0,0,0,2013
Jonas Brothers,Pom Poms,Pom Poms,single,2013-01-01,artist,198053,False,1,0.67,0.976,1,-2.222,0,0.0928,0.066,1.82e-06,0.297,0.9,147.994,4,1,1,0,0,0,0,0,0,0,0,0,2013
Katy Perry,This Is How We Do,PRISM (Deluxe),album,2013-01-01,artist,204285,False,7,0.686,0.633,9,-6.073,0,0.0483,0.0231,0.0,0.0831,0.8,96.027,4,1,1,0,0,0,0,0,0,0,0,0,2013
Tim McGraw,Highway Don't Care,Two Lanes Of Freedom,album,2013-01-01,artist,276880,False,11,0.47,0.79,2,-5.352,1,0.039,0.0216,0.0,0.0863,0.495,158.061,4,0,0,0,0,0,0,0,1,0,0,0,2013
Hot Chelle Rae,Hung Up,Hung Up,single,2013-01-01,artist,193733,False,1,0.668,0.875,4,-3.963,1,0.0447,0.0428,0.0,0.379,0.934,92.992,4,1,1,0,1,0,0,0,0,0,0,0,2013
Demi Lovato,Heart Attack,Heart Attack,single,2013-01-01,artist,211533,False,1,0.506,0.765,8,-4.772,1,0.0877,0.0806,0.0,0.275,0.551,173.945,4,1,1,0,0,0,0,0,0,0,0,0,2013
Mariah Carey,#Beautiful,#Beautiful,single,2013-01-01,artist,202640,False,1,0.669,0.731,4,-7.347,1,0.0385,0.467,2.28e-05,0.174,0.481,107.015,4,1,1,0,0,0,0,1,0,0,0,0,2013
Ellie Goulding,Burn,Halcyon Days,album,2013-01-01,artist,231211,False,14,0.559,0.777,1,-5.031,1,0.0432,0.31,0.0,0.105,0.329,87.016,4,1,1,0,0,0,1,0,0,0,0,0,2013
Robin Thicke,Blurred Lines,Blurred Lines (Deluxe),album,2013-01-01,artist,263826,False,1,0.853,0.599,7,-4.756,1,0.0411,0.00334,7.93e-06,0.0759,0.843,119.993,4,1,1,0,0,0,0,1,0,0,0,0,2013
Idina Menzel,"Let It Go - From ""Frozen""/Soundtrack Version",Frozen (Original Motion Picture Soundtrack / Deluxe Edition),album,2013-01-01,artist,223840,False,5,0.543,0.485,8,-6.85,1,0.0305,0.558,0.0,0.12,0.371,136.961,4,0,0,0,0,0,0,0,0,0,0,0,2013
Phillip Phillips,"Gone, Gone, Gone",The World From The Side Of The Moon (Deluxe),album,2013-01-01,artist,209693,False,3,0.664,0.642,6,-5.961,1,0.038,0.129,0.0,0.114,0.501,118.002,4,1,0,0,1,0,0,0,0,0,0,1,2013
Demi Lovato,Heart Attack,Demi,album,2013-01-01,artist,210840,False,1,0.504,0.785,8,-4.802,1,0.104,0.0738,0.0,0.239,0.502,173.968,4,1,1,0,0,0,0,0,0,0,0,0,2013
Selena Gomez,Come & Get It,Come & Get It,single,2013-01-01,artist,231733,False,1,0.548,0.788,7,-4.115,0,0.0495,0.00905,0.000167,0.0966,0.576,80.047,4,1,1,0,0,0,0,0,0,0,0,0,2013
will.i.am,#thatPOWER,#thatPOWER,single,2013-01-01,artist,280040,False,1,0.789,0.604,6,-6.093,0,0.0583,0.00104,4.51e-05,0.0712,0.398,127.999,4,1,1,0,0,1,0,0,0,0,0,0,2013
Disclosure,Latch,Settle,album,2013-01-01,artist,255631,False,3,0.503,0.727,1,-5.456,1,0.167,0.0159,9.45e-05,0.0895,0.521,121.985,4,1,1,0,0,0,1,0,0,0,0,0,2013
Bastille,Pompeii,Bad Blood,album,2013-01-01,artist,214147,False,1,0.679,0.715,9,-6.383,1,0.0407,0.0755,0.0,0.271,0.571,127.435,4,1,0,0,1,0,1,0,0,0,0,0,2013
Lana Del Rey,Summertime Sadness (Lana Del Rey Vs. Cedric Gervais) - Cedric Gervais Remix,Summertime Sadness [Lana Del Rey vs. Cedric Gervais] (Cedric Gervais Remix),single,2013-02-01,artist,214912,False,1,0.572,0.81,1,-5.791,0,0.0558,0.0157,6.53e-06,0.13,0.11,126.052,4,1,0,0,0,0,0,0,0,0,0,0,2013
Paramore,Still into You,Paramore,album,2013-04-05,artist,216013,False,9,0.602,0.923,5,-3.763,1,0.044,0.0098,0.0,0.0561,0.765,136.01,4,1,0,0,1,0,0,0,0,1,0,0,2013
Paramore,Ain't It Fun,Paramore,album,2013-04-05,artist,296520,False,6,0.61,0.893,9,-3.681,1,0.0921,0.154,4.41e-05,0.021,0.673,104.031,4,1,0,0,1,0,0,0,0,1,0,0,2013
Daft Punk,Get Lucky (feat. Pharrell Williams & Nile Rodgers) - Radio Edit,Get Lucky (feat. Pharrell Williams & Nile Rodgers) [Radio Edit],single,2013-04-19,artist,248413,False,1,0.794,0.811,6,-8.966,0,0.038,0.0426,1.07e-06,0.101,0.862,116.047,4,0,0,0,0,0,1,0,0,0,0,0,2013
Kodaline,All I Want,In A Perfect World (Expanded Edition),album,2013-06-17,artist,305746,False,2,0.188,0.411,0,-9.733,1,0.0484,0.174,0.153,0.0843,0.159,187.376,3,1,0,0,1,0,0,0,0,0,0,0,2013
Pharrell Williams,Happy,Despicable Me 2 (Original Motion Picture Soundtrack),compilation,2013-06-18,artist,233305,False,4,0.652,0.757,1,-6.819,1,0.153,0.286,0.0,0.0886,0.962,159.911,4,1,0,0,0,1,0,0,0,0,0,0,2013
Sara Bareilles,Brave,The Blessed Unrest,album,2013-07-16,artist,220573,False,1,0.551,0.836,10,-3.838,0,0.0524,0.00502,2.1e-05,0.0425,0.758,185.063,4,1,0,0,1,0,0,0,0,0,0,0,2013
Fifth Harmony,Miss Movin' On,Miss Movin' On,single,2013-07-16,artist,193733,False,1,0.466,0.842,6,-2.937,1,0.0513,0.0332,9.12e-06,0.349,0.418,75.0,4,1,1,0,0,0,0,0,0,0,0,0,2013
Emblem3,Chloe (You're the One I Want),Nothing To Lose (Deluxe Version),album,2013-07-26,artist,222986,False,4,0.71,0.925,0,-3.329,1,0.0359,0.039,0.0,0.127,0.93,118.024,4,1,0,0,0,0,0,0,0,0,0,0,2013
John Legend,All of Me,Love In The Future (Expanded Edition),album,2013-08-30,artist,269560,False,6,0.422,0.264,8,-7.064,1,0.0322,0.922,0.0,0.132,0.331,119.93,4,1,0,0,0,0,0,1,0,0,0,0,2013
Jason Derulo,The Other Side,Talk Dirty,album,2013-09-10,artist,226986,False,8,0.561,0.836,9,-3.939,1,0.1,0.0525,0.0,0.136,0.517,127.923,4,1,1,0,0,1,0,0,0,0,0,0,2013
Avicii,Wake Me Up,True,album,2013-09-13,artist,247426,False,1,0.532,0.783,2,-5.697,1,0.0523,0.0038,0.0012,0.161,0.643,124.08,4,1,1,0,0,0,1,0,0,0,0,0,2013
Avicii,Hey Brother,True,album,2013-09-13,artist,255093,False,3,0.545,0.78,7,-4.867,0,0.0436,0.0309,4.64e-05,0.0828,0.458,125.014,4,1,1,0,0,0,1,0,0,0,0,0,2013
Lorde,Team,Pure Heroine,album,2013-09-27,artist,193058,False,6,0.69,0.578,6,-7.436,1,0.0929,0.167,0.0,0.305,0.416,99.961,4,1,1,0,0,0,1,0,0,0,0,0,2013
Lorde,Royals,Pure Heroine,album,2013-09-27,artist,190185,False,3,0.674,0.428,7,-9.504,1,0.122,0.121,0.0,0.132,0.337,84.878,4,1,1,0,0,0,1,0,0,0,0,0,2013
Miley Cyrus,Wrecking Ball,Bangerz (Deluxe Version),album,2013-10-04,artist,221360,False,6,0.53,0.422,5,-6.262,1,0.0342,0.407,0.0,0.107,0.349,119.964,4,1,1,0,0,0,0,0,0,0,0,0,2013
Miley Cyrus,We Can't Stop,Bangerz (Deluxe Version),album,2013-10-04,artist,231240,False,2,0.613,0.622,1,-5.794,0,0.0334,0.00882,0.0,0.37,0.484,80.003,4,1,1,0,0,0,0,0,0,0,0,0,2013
Miley Cyrus,Adore You,Bangerz (Deluxe Version),album,2013-10-04,artist,278746,False,1,0.583,0.655,0,-5.407,1,0.0315,0.111,3.57e-06,0.113,0.201,119.759,4,1,1,0,0,0,0,0,0,0,0,0,2013
Echosmith,Cool Kids,Talking Dreams (Deluxe Edition),album,2013-10-04,artist,237626,False,3,0.719,0.671,8,-6.279,1,0.0336,0.0372,8.21e-06,0.12,0.786,130.027,4,1,1,0,1,0,0,0,0,0,0,0,2013
Katy Perry,Roar,PRISM (Deluxe),album,2013-10-18,artist,223546,False,1,0.554,0.772,7,-4.821,0,0.0418,0.00487,6.6e-06,0.354,0.455,179.984,4,1,1,0,0,0,0,0,0,0,0,0,2013
Katy Perry,Dark Horse,PRISM (Deluxe),album,2013-10-18,artist,215672,False,6,0.645,0.585,6,-6.122,1,0.0513,0.00314,0.0,0.165,0.353,131.931,4,1,1,0,0,0,0,0,0,0,0,0,2013
Fifth Harmony,Who Are You,Better Together,single,2013-10-18,artist,236613,False,4,0.63,0.295,8,-7.26,1,0.029,0.886,0.0,0.131,0.297,123.152,4,1,1,0,0,0,0,0,0,0,0,0,2013
Fifth Harmony,Better Together,Better Together,single,2013-10-18,artist,194093,False,3,0.605,0.747,10,-3.904,1,0.214,0.0496,0.0,0.104,0.492,179.999,4,1,1,0,0,0,0,0,0,0,0,0,2013
Fifth Harmony,Miss Movin' On,Better Together,single,2013-10-18,artist,194253,False,2,0.464,0.845,6,-2.927,1,0.0508,0.0297,6.4e-06,0.302,0.437,75.029,4,1,1,0,0,0,0,0,0,0,0,0,2013
Fifth Harmony,Don't Wanna Dance Alone,Better Together,single,2013-10-18,artist,230173,False,1,0.777,0.789,1,-3.574,0,0.0563,0.0367,2.46e-05,0.0599,0.854,119.017,4,1,1,0,0,0,0,0,0,0,0,0,2013
Fifth Harmony,Leave My Heart Out Of This,Better Together,single,2013-10-18,artist,230826,False,5,0.601,0.824,11,-4.889,1,0.0986,0.0936,0.0,0.0889,0.559,154.1,4,1,1,0,0,0,0,0,0,0,0,0,2013
Katy Perry,Birthday,PRISM (Deluxe),album,2013-10-18,artist,215042,False,3,0.719,0.674,11,-5.122,1,0.0681,0.0879,3.75e-06,0.112,0.843,125.98,4,1,1,0,0,0,0,0,0,0,0,0,2013
Eminem,The Monster,The Marshall Mathers LP2,album,2013-11-05,artist,250188,True,12,0.781,0.853,1,-3.68,0,0.0715,0.0525,0.0,0.12,0.624,110.049,4,0,0,0,0,1,0,0,0,0,0,0,2013
Little Mix,Move,Salute (The Deluxe Edition),album,2013-11-11,artist,224333,False,2,0.85,0.741,6,-4.57,0,0.0918,0.00436,3.33e-06,0.549,0.765,121.17,4,1,1,0,0,0,0,0,0,0,0,0,2013
Little Mix,Salute,Salute (The Deluxe Edition),album,2013-11-11,artist,236013,False,1,0.641,0.732,2,-5.324,1,0.051,0.0992,0.0,0.285,0.352,82.027,4,1,1,0,0,0,0,0,0,0,0,0,2013
Fifth Harmony,Who Are You - Acoustic,Better Together - Acoustic,single,2013-11-15,artist,233240,False,4,0.63,0.292,8,-6.974,1,0.0305,0.78,0.0,0.165,0.389,122.962,4,1,1,0,0,0,0,0,0,0,0,0,2013
Fifth Harmony,Better Together - Acoustic,Better Together - Acoustic,single,2013-11-15,artist,196373,False,3,0.735,0.618,10,-2.603,1,0.0334,0.086,0.0,0.279,0.935,90.011,4,1,1,0,0,0,0,0,0,0,0,0,2013
Fifth Harmony,Miss Movin' On - Acoustic,Better Together - Acoustic,single,2013-11-15,artist,194506,False,2,0.603,0.453,6,-5.669,1,0.0299,0.211,0.0,0.235,0.487,75.025,4,1,1,0,0,0,0,0,0,0,0,0,2013
Fifth Harmony,Don't Wanna Dance Alone - Acoustic,Better Together - Acoustic,single,2013-11-15,artist,217680,False,1,0.634,0.346,1,-5.851,0,0.0408,0.67,0.0,0.108,0.374,59.407,4,1,1,0,0,0,0,0,0,0,0,0,2013
Fifth Harmony,Leave My Heart Out Of This - Acoustic,Better Together - Acoustic,single,2013-11-15,artist,234733,False,5,0.608,0.487,11,-7.267,1,0.0287,0.00857,0.0,0.112,0.412,77.019,4,1,1,0,0,0,0,0,0,0,0,0,2013
Mr. Probz,Waves,Waves,single,2013-11-22,artist,174266,False,1,0.364,0.278,5,-12.262,0,0.0355,0.542,2.79e-05,0.38,0.2,173.652,4,0,0,0,0,1,1,0,0,0,0,0,2013
McFly,Love Is On The Radio,Love Is On The Radio,single,2013-11-24,artist,245092,False,1,0.508,0.673,7,-4.581,1,0.0335,0.103,0.0,0.097,0.633,80.959,4,1,1,0,0,0,0,0,0,0,0,0,2013
One Direction,Best Song Ever,Midnight Memories (Deluxe),album,2013-11-25,artist,200106,False,1,0.652,0.877,1,-2.986,1,0.0465,0.0227,0.0,0.0789,0.486,118.491,4,1,0,0,0,0,0,0,0,0,0,0,2013
One Direction,Story of My Life,Midnight Memories (Deluxe),album,2013-11-25,artist,245493,False,2,0.6,0.663,3,-5.802,1,0.0477,0.225,0.0,0.119,0.286,121.07,4,1,0,0,0,0,0,0,0,0,0,0,2013
DJ Snake,Turn Down for What,Turn Down for What,single,2013-12-18,artist,213733,False,1,0.818,0.799,1,-4.1,0,0.156,0.00107,0.128,0.057,0.0815,100.014,4,1,1,0,0,1,1,0,0,0,0,0,2013
OneRepublic,Counting Stars,Native,album,2014-01-01,artist,257839,False,1,0.664,0.705,1,-4.972,0,0.0382,0.0654,0.0,0.115,0.477,122.017,4,1,1,0,1,0,0,0,0,0,0,0,2014
Enrique Iglesias,Bailando - Spanish Version,SEX AND LOVE (Deluxe),album,2014-01-01,artist,243413,False,3,0.723,0.777,7,-3.503,1,0.108,0.0426,3.68e-06,0.0451,0.961,91.017,4,1,1,0,0,0,0,0,0,0,1,0,2014
OneRepublic,Love Runs Out,Native,album,2014-01-01,artist,224226,False,2,0.719,0.935,7,-3.752,1,0.0589,0.167,0.0,0.0973,0.738,120.022,4,1,1,0,1,0,0,0,0,0,0,0,2014
Naughty Boy,La La La,Hotel Cabana (Deluxe Version),album,2014-01-01,artist,222200,False,8,0.772,0.65,6,-5.202,0,0.0306,0.107,1.13e-06,0.0905,0.262,125.082,4,0,0,0,0,0,0,1,0,0,0,0,2014
Zedd,Stay The Night - Featuring Hayley Williams Of Paramore,Clarity (Deluxe),album,2014-01-01,artist,217346,False,11,0.596,0.738,8,-3.109,1,0.0411,0.109,0.0,0.0947,0.461,127.961,4,1,1,0,0,0,1,0,0,0,0,0,2014
Iggy Azalea,Black Widow,The New Classic,album,2014-01-01,artist,209423,True,10,0.743,0.72,11,-3.753,1,0.124,0.192,0.000386,0.109,0.519,163.99,4,1,1,0,0,1,0,0,0,0,0,0,2014
MKTO,Classic,MKTO,album,2014-01-01,artist,175426,False,2,0.72,0.791,1,-4.689,1,0.124,0.0384,0.0,0.157,0.756,102.071,4,1,1,0,1,1,0,0,0,0,0,0,2014
Sam Smith,Stay With Me,In The Lonely Hour,album,2014-01-01,artist,172723,False,3,0.479,0.419,0,-6.517,1,0.0389,0.568,0.000217,0.11,0.186,85.014,4,1,1,0,0,0,0,0,0,0,0,0,2014
Sam Smith,I'm Not The Only One,In The Lonely Hour,album,2014-01-01,artist,239316,False,5,0.453,0.496,5,-5.785,1,0.0453,0.554,2.65e-05,0.0772,0.501,80.994,4,1,1,0,0,0,0,0,0,0,0,0,2014
Demi Lovato,Really Don't Care,Really Don't Care Remixes,single,2014-01-01,artist,200520,False,1,0.703,0.719,7,-3.591,1,0.0829,0.105,0.0,0.137,0.835,121.001,4,1,1,0,0,0,0,0,0,0,0,0,2014
The Vamps,Can We Dance,Meet The Vamps,album,2014-01-01,artist,192710,False,4,0.64,0.82,1,-4.729,0,0.0464,0.00312,0.0,0.189,0.583,130.108,4,1,1,0,0,0,0,0,0,0,0,0,2014
The Vamps,Somebody To You,Meet The Vamps,album,2014-01-01,artist,185097,False,3,0.526,0.818,3,-5.952,1,0.0358,0.0587,0.0,0.333,0.896,171.96,4,1,1,0,0,0,0,0,0,0,0,0,2014
Sam Smith,Lay Me Down,In The Lonely Hour,album,2014-01-01,artist,253208,False,10,0.426,0.329,4,-9.296,1,0.0474,0.753,2.23e-05,0.11,0.177,121.351,4,1,1,0,0,0,0,0,0,0,0,0,2014
The Vamps,Oh Cecilia (Breaking My Heart),Meet The Vamps,album,2014-01-01,artist,196684,False,7,0.746,0.844,11,-5.506,1,0.0339,0.0315,0.0,0.318,0.662,100.027,4,1,1,0,0,0,0,0,0,0,0,0,2014
Iggy Azalea,Fancy,The New Classic (Deluxe Version),album,2014-01-01,artist,199938,True,5,0.912,0.716,10,-4.141,0,0.0697,0.0904,0.0,0.0491,0.377,94.981,4,1,1,0,0,1,0,0,0,0,0,0,2014
Natalie La Rose,Somebody,Somebody,single,2014-01-06,artist,189906,False,1,0.83,0.52,0,-8.714,1,0.0376,0.000792,1.25e-05,0.0656,0.735,104.99,4,0,0,0,0,0,0,0,0,0,0,0,2014
Clean Bandit,Rather Be (feat. Jess Glynne),Rather Be (feat. Jess Glynne),single,2014-01-17,artist,227833,False,1,0.799,0.586,11,-6.735,1,0.0377,0.162,2.03e-06,0.193,0.549,120.97,4,1,1,0,0,0,1,0,0,0,0,0,2014
A Great Big World,Say Something,Is There Anybody Out There?,album,2014-01-20,artist,229400,False,13,0.407,0.147,2,-8.822,1,0.0355,0.857,2.89e-06,0.0913,0.0765,141.284,3,1,0,0,1,0,0,0,0,0,0,0,2014
Nico & Vinz,Am I Wrong,Am I Wrong,single,2014-01-21,artist,247520,False,1,0.725,0.68,8,-5.465,1,0.0306,0.162,2.13e-06,0.158,0.76,119.939,4,1,1,0,0,1,0,0,0,0,0,0,2014
KONGOS,Come with Me Now,Lunatic,album,2014-01-27,artist,211960,False,2,0.654,0.726,10,-3.803,0,0.0401,0.0311,6.35e-05,0.0618,0.728,103.987,4,1,0,0,1,0,0,0,0,0,0,0,2014
Justin Timberlake,Not a Bad Thing,Not a Bad Thing,single,2014-02-24,artist,266294,False,1,0.594,0.729,2,-5.774,1,0.0626,0.271,0.0,0.383,0.459,86.032,4,1,1,0,0,0,0,0,0,0,0,0,2014
Pitbull,Wild Wild Love (feat. G.R.L.),Wild Wild Love (feat. G.R.L.),single,2014-02-25,artist,202197,False,1,0.645,0.732,2,-5.874,1,0.0482,0.0136,0.0,0.513,0.336,120.06,4,1,1,0,0,1,0,0,0,0,1,0,2014
Shakira,Can't Remember to Forget You (feat. Rihanna),Shakira. (Expanded Edition),album,2014-03-14,artist,206866,False,2,0.694,0.81,11,-3.556,0,0.0661,0.122,0.0,0.141,0.824,137.968,4,1,1,0,0,0,0,0,0,0,1,0,2014
Becky G,Shower,Shower,single,2014-04-23,artist,206166,False,1,0.699,0.529,2,-7.548,1,0.0487,0.0317,3.59e-05,0.285,0.121,119.987,4,1,1,0,0,1,0,0,0,0,1,0,2014
Coldplay,A Sky Full of Stars,Ghost Stories,album,2014-05-19,artist,267866,False,8,0.545,0.675,6,-6.474,1,0.0279,0.00617,0.00197,0.209,0.162,124.97,4,1,0,0,0,0,0,0,0,0,0,0,2014
Ella Henderson,Ghost,Ghost,single,2014-06-08,artist,216106,False,1,0.682,0.836,9,-3.777,1,0.0424,0.0464,3.13e-06,0.0797,0.486,104.984,4,1,1,0,0,0,1,0,0,0,0,0,2014
Charli XCX,Boom Clap,Boom Clap,single,2014-06-16,artist,169866,False,1,0.659,0.911,4,-2.28,1,0.0786,0.154,0.000304,0.191,0.576,91.999,4,1,1,0,0,0,1,0,0,0,0,0,2014
Beyoncé,Pretty Hurts,Pretty Hurts,single,2014-06-17,artist,256666,False,1,0.524,0.62,11,-6.743,1,0.0509,0.00255,0.000172,0.336,0.182,129.863,4,1,1,0,0,0,0,1,0,0,0,0,2014
Ed Sheeran,Don't,x (Deluxe Edition),album,2014-06-21,artist,219840,False,4,0.806,0.608,1,-7.008,1,0.0659,0.0113,0.0,0.635,0.849,95.049,4,1,0,0,0,0,0,0,0,0,0,0,2014
Ed Sheeran,Photograph,x (Deluxe Edition),album,2014-06-21,artist,258986,False,6,0.614,0.379,4,-10.48,1,0.0476,0.607,0.000464,0.0986,0.201,107.989,4,1,0,0,0,0,0,0,0,0,0,0,2014
Ed Sheeran,Sing,x (Deluxe Edition),album,2014-06-21,artist,235382,False,3,0.818,0.67,8,-4.451,0,0.0472,0.304,1.22e-06,0.0601,0.939,119.988,4,1,0,0,0,0,0,0,0,0,0,0,2014
Ed Sheeran,Thinking out Loud,x (Deluxe Edition),album,2014-06-21,artist,281560,False,11,0.781,0.445,2,-6.061,1,0.0295,0.474,0.0,0.184,0.591,78.998,4,1,0,0,0,0,0,0,0,0,0,0,2014
MAGIC!,Rude,Don't Kill the Magic,album,2014-06-25,artist,224840,False,1,0.773,0.758,1,-4.993,1,0.0381,0.0422,0.0,0.305,0.925,144.033,4,0,0,0,0,0,0,0,0,0,0,0,2014
5 Seconds of Summer,She Looks So Perfect,5 Seconds Of Summer,album,2014-06-27,artist,202496,False,1,0.494,0.951,9,-4.237,1,0.132,0.000569,0.0,0.327,0.441,160.025,4,1,1,0,0,0,1,0,0,0,0,0,2014
5 Seconds of Summer,Amnesia,5 Seconds Of Summer,album,2014-06-27,artist,237247,False,12,0.572,0.499,2,-5.237,1,0.0311,0.0283,0.0,0.213,0.108,101.593,4,1,1,0,0,0,1,0,0,0,0,0,2014
Meghan Trainor,All About That Bass,All About That Bass,single,2014-06-30,artist,188754,True,1,0.811,0.879,9,-3.724,1,0.0514,0.0476,1.91e-06,0.109,0.962,134.064,4,1,1,0,0,0,0,0,0,0,0,0,2014
Sia,Chandelier,1000 Forms Of Fear,album,2014-07-04,artist,216120,False,1,0.399,0.787,1,-2.88,1,0.0499,0.0197,6.07e-05,0.0685,0.572,117.089,5,1,1,0,0,0,0,0,0,0,0,0,2014
Sia,Elastic Heart,1000 Forms Of Fear,album,2014-07-04,artist,257200,False,8,0.421,0.791,9,-4.998,1,0.0496,0.0117,1.48e-05,0.146,0.499,130.075,4,1,1,0,0,0,0,0,0,0,0,0,2014
Britney Spears,3,The Essential Britney Spears,compilation,2014-07-29,artist,205533,False,12,0.701,0.72,5,-1.948,0,0.0475,0.0518,0.0,0.199,0.761,134.962,4,1,1,0,0,0,0,0,0,0,0,0,2014
Andy Grammer,"Honey, I'm Good.",Magazines Or Novels,album,2014-08-05,artist,199263,False,1,0.752,0.775,9,-7.289,1,0.0546,0.0324,0.0,0.351,0.595,122.014,4,1,1,0,1,0,0,0,0,0,0,0,2014
Ariana Grande,My Everything,My Everything (Deluxe),album,2014-08-22,artist,168520,False,12,0.54,0.265,11,-5.307,1,0.0297,0.88,0.0,0.131,0.423,61.975,4,1,1,0,0,0,0,0,0,0,0,0,2014
Jessie J,Bang Bang,My Everything (Deluxe),album,2014-08-22,artist,199320,False,13,0.703,0.747,0,-4.446,0,0.0895,0.283,0.0,0.396,0.7,149.974,4,1,1,0,0,1,1,0,0,0,0,0,2014
Ariana Grande,One Last Time,My Everything (Deluxe),album,2014-08-22,artist,197266,False,3,0.628,0.593,8,-5.036,1,0.0323,0.093,1.65e-06,0.096,0.104,125.026,4,1,1,0,0,0,0,0,0,0,0,0,2014
Ariana Grande,Why Try,My Everything (Deluxe),album,2014-08-22,artist,211880,False,4,0.443,0.663,8,-5.946,0,0.0432,0.0494,0.0,0.153,0.331,159.856,4,1,1,0,0,0,0,0,0,0,0,0,2014
Ariana Grande,Best Mistake,My Everything (Deluxe),album,2014-08-22,artist,233733,False,6,0.654,0.578,6,-6.897,1,0.449,0.546,0.0,0.112,0.233,143.867,4,1,1,0,0,0,0,0,0,0,0,0,2014
Ariana Grande,Love Me Harder,My Everything (Deluxe),album,2014-08-22,artist,236133,False,9,0.472,0.714,1,-4.389,0,0.0334,0.00937,0.0,0.0764,0.24,98.992,4,1,1,0,0,0,0,0,0,0,0,0,2014
Ariana Grande,Intro,My Everything (Deluxe),album,2014-08-22,artist,79840,False,1,0.447,0.182,6,-12.439,1,0.0324,0.969,3.83e-05,0.327,0.096,89.814,4,1,1,0,0,0,0,0,0,0,0,0,2014
Ariana Grande,Problem,My Everything (Deluxe),album,2014-08-25,artist,193920,False,2,0.66,0.805,1,-5.352,0,0.153,0.0192,8.83e-06,0.159,0.625,103.008,4,1,1,0,0,0,0,0,0,0,0,0,2014
Ariana Grande,One Last Time,My Everything (Deluxe),album,2014-08-25,artist,197266,False,3,0.628,0.593,8,-5.036,1,0.0323,0.093,1.65e-06,0.096,0.104,125.026,4,1,1,0,0,0,0,0,0,0,0,0,2014
Ariana Grande,Break Free,My Everything (Deluxe),album,2014-08-25,artist,214840,False,5,0.687,0.702,7,-5.324,0,0.0455,0.0064,4.35e-05,0.204,0.284,129.956,4,1,1,0,0,0,0,0,0,0,0,0,2014
Adele,Rolling In The Deep,Pay Close Attention : XL Recordings,compilation,2014-08-25,artist,228141,True,18,0.727,0.76,8,-5.114,1,0.0297,0.13,0.0,0.0584,0.54,104.941,4,1,0,0,0,0,0,1,0,0,0,0,2014
